Synthesis_Method,Gas_Type,Temperature_C,Pressure_torr,Catalyst_FeCoNi_at_pct,Growth_Time_min,Purity_%,SWCNT_Fraction,Diameter_nm,Length_um,Raman_GD,Electrical_Conductivity_Sm,Resistivity_uOhm_cm,Application,EMI_Shielding_dB,Gas_Sensitivity_%,Capacitance_Fg,Failure_Mode,Severity,Occurrence,Detectability,Failure_Label,PhD_Topic
Laser Ablation,Ar,1156.12,531,1.08,82.54,86,0.879,1.913,897.72,55.07,721700,128.0078,Biomedical,6.45,33.99,31.31,Matrix_Cracking,9,2,5,0,CNT_EMI_Composites
Laser Ablation,Ar,1192.17,462.85,2.23,44.06,87.78,0.758,1.454,883.71,116.91,863500,138.6099,EMI_Shielding,45.92,4.66,67.26,Drift_in_Sensitivity,4,7,8,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1229.79,570,2.22,47.08,86.38,0.884,1.383,163.81,64.64,695200,146.1298,Energy_Electrode,22.46,3.73,242.41,Drift_in_Sensitivity,8,2,2,1,CNT_Interconnects
Arc Discharge,Ar,4090.15,208.4,2.43,66.21,83.49,0.306,19.664,630.15,73.67,665400,135.0575,Energy_Electrode,27.8,0.25,88.66,Electromigration,9,3,5,1,CNT_Synthesis_Optimization
Laser Ablation,Ar,1135.67,410.98,1.63,59.75,85.49,0.614,4.85,380.85,49.39,616800,184.2917,EMI_Shielding,46.28,0.03,14.24,Pore_Collapse,4,6,2,1,CNT_Synthesis_Optimization
CVD,CH4,788.88,309.28,2.59,80.43,92.99,0.579,8.167,1963.92,96.44,719400,128.9893,Energy_Electrode,15.85,14.75,143.54,Contamination,6,4,2,0,CNT_Interconnects
Arc Discharge,He,3748.83,381.98,2.67,98.26,84.63,0.435,23.223,787.57,40.97,669700,175.9198,Biomedical,14.2,31.16,60.59,Drift_in_Sensitivity,7,7,5,1,CNT_Synthesis_Optimization
Laser Ablation,Ar,1161.75,411.1,0.97,74.52,85.95,0.743,1.123,899.09,124.31,846200,98.0792,Energy_Electrode,32.45,15.43,260.33,Matrix_Cracking,9,2,5,0,CNT_Energy_Electrodes
Laser Ablation,Ar,1130.97,555.14,2.4,70.55,86.31,0.871,1.464,152.43,46.27,687000,127.2219,Sensor,13.31,61.93,36.96,Thermal_Runaway,7,6,3,1,CNT_EMI_Composites
Arc Discharge,Ar,4313.59,419.04,1.96,79.95,72.54,0.29,16.856,1811.6,67.48,398500,202.894,EMI_Shielding,34.99,0.56,48.07,Junction_Breakdown,7,3,8,0,CNT_Energy_Electrodes
Laser Ablation,Ar,1234.95,558.07,1.87,58.75,88.11,0.796,0.779,1807.51,70.81,987400,83.3321,Sensor,21.09,78.44,7.3,Matrix_Cracking,9,5,3,1,CNT_Synthesis_Optimization
Laser Ablation,Ar,1215.22,435.07,1.56,74.81,88.51,0.853,1.832,1228.11,46.59,873500,108.6957,EMI_Shielding,70.89,2.43,39.71,Electromigration,8,2,7,0,CNT_EMI_Composites
Laser Ablation,Ar,1181.26,483.89,0.67,97.53,85.64,0.777,1.386,1101.88,138.86,715300,162.7477,Biomedical,5.46,39.9,61.48,Contamination,5,7,3,1,CNT_Sensors
Arc Discharge,Ar,4136.25,335.1,0.86,91.73,77.02,0.283,19.544,1471,82.86,472000,238.9294,Biomedical,22.54,14.4,24.67,Matrix_Cracking,7,8,6,1,CNT_Energy_Electrodes
CVD,CO,691.38,331.12,2.04,43.55,85.29,0.664,24.565,202,111.88,836500,107.3569,EMI_Shielding,66.61,3.42,38.87,Pore_Collapse,5,5,2,0,CNT_Synthesis_Optimization
CVD,CH4,659.78,355.75,2.59,88.01,91.74,0.763,1.193,1190.63,59.56,903900,96.7298,Biomedical,19.51,32.74,54.05,Drift_in_Sensitivity,9,7,4,1,CNT_Interconnects
Laser Ablation,Ar,1328.04,480.39,2.36,54.27,87.24,0.733,1.671,91.84,46.17,933500,95.4629,Sensor,9.12,61.29,49.83,Drift_in_Sensitivity,6,2,8,0,CNT_Sensors
Laser Ablation,Ar,1330.24,406.16,1.5,54.85,86.89,0.739,1.77,161.56,102.54,638100,131.8547,Biomedical,20.76,38.57,45.5,Pore_Collapse,4,4,3,1,CNT_Synthesis_Optimization
CVD,CH4,715.9,314.93,1.42,64.9,98,0.444,18.883,1715.82,91.14,638400,146.4543,Interconnect,4.61,7.64,38.3,Contamination,7,6,6,1,CNT_EMI_Composites
CVD,CO,784.72,395.03,2.45,57.72,85.14,0.429,1.587,203.5,108.43,631500,188.6007,EMI_Shielding,53.03,4.11,75.05,Junction_Breakdown,8,8,4,0,CNT_Synthesis_Optimization
Arc Discharge,Ar,3959.33,283.62,0.63,75.77,85.74,0.467,18.219,161.57,134.66,756300,149.7388,EMI_Shielding,62.29,6.82,60.84,Junction_Breakdown,7,8,4,1,CNT_Interconnects
CVD,CO,610.86,200.58,2.27,58.95,97.11,0.674,3.441,786.5,112.58,786100,134.5897,Interconnect,14.62,1.62,6.31,Contamination,8,5,5,0,CNT_Synthesis_Optimization
Laser Ablation,Ar,1118.52,570.99,2.9,36.72,88.19,0.844,1.646,632.05,66.11,756600,134.5432,Energy_Electrode,19.89,4.15,54.4,Matrix_Cracking,5,7,7,0,CNT_Interconnects
Arc Discharge,Ar,4376.35,499.2,2.42,52.85,72.01,0.539,2.766,502.39,104.3,487400,195.7466,Energy_Electrode,21.36,3.13,122.01,Drift_in_Sensitivity,9,7,5,1,CNT_Synthesis_Optimization
Arc Discharge,He,3859.36,371.66,1.66,70.84,86.77,0.235,20.795,499.84,104.25,604800,176.2834,Biomedical,14.67,6.87,13.09,Junction_Breakdown,9,6,5,1,CNT_EMI_Composites
Laser Ablation,Ar,1306.88,569.97,1.51,75.95,85.08,0.645,18.109,840.79,71.34,788500,107.4617,EMI_Shielding,26.35,5.27,24.36,Pore_Collapse,7,2,7,1,CNT_Sensors
CVD,CH4,751.57,313.32,0.61,70.12,90.24,0.576,10.037,1731.49,129.54,664600,138.0788,Interconnect,12.55,5.6,39.71,Junction_Breakdown,4,6,5,1,CNT_Interconnects
Laser Ablation,Ar,1213.12,518.56,1.23,38.72,87.79,0.883,1.915,1277.75,89.37,893600,100.8785,EMI_Shielding,42.21,1.01,47.21,Pore_Collapse,4,8,4,0,CNT_Energy_Electrodes
CVD,CO,695.22,180.29,1.33,61,96.67,0.706,1.943,1168.75,58.89,718500,160.7508,Energy_Electrode,21.62,7.37,99.78,Electromigration,9,2,7,1,CNT_EMI_Composites
Arc Discharge,He,4390.28,275.14,2.43,84.22,71.04,0.339,19.402,1986.18,73,593600,194.7927,Sensor,17.05,30.99,10.21,Pore_Collapse,8,4,8,1,CNT_Interconnects
Laser Ablation,Ar,1140.74,501.27,2.15,45.02,86.02,0.634,20.89,874.99,65.3,819600,117.1044,Interconnect,1.75,0.07,26.7,Junction_Breakdown,4,6,6,1,CNT_EMI_Composites
CVD,CH4,672.1,279.3,0.62,64.13,96.94,0.512,14.525,1553.18,85.52,648300,127.2242,Sensor,25.75,70.36,58.12,Pore_Collapse,4,5,4,1,CNT_Interconnects
CVD,C2H2,716.48,267.51,2.81,47.15,96.39,0.655,27.187,617.54,83.26,711400,122.3765,EMI_Shielding,29.47,8.4,5.29,Drift_in_Sensitivity,8,6,4,0,CNT_Interconnects
CVD,CH4,751.56,162.05,1.42,38.3,96.88,0.671,23.526,1748.53,48.78,720800,158.631,Biomedical,7.29,13.76,48.42,Junction_Breakdown,9,5,6,0,CNT_Synthesis_Optimization
Arc Discharge,He,3434.64,299.13,1.19,28.62,79.58,0.46,29.504,815.58,139.51,541900,155.3322,Biomedical,17.13,35.7,28.5,Contamination,5,6,4,1,CNT_EMI_Composites
Laser Ablation,Ar,1131.72,420.34,1.6,74.37,86.91,0.619,9.359,1133.6,136.07,779300,133.0332,Interconnect,3.81,6.99,38.9,Junction_Breakdown,7,7,8,1,CNT_Interconnects
CVD,CO,684.72,360.78,1.7,37.51,88.89,0.613,8.523,475.49,74.64,779000,131.3835,Biomedical,19.6,10.68,14.74,Drift_in_Sensitivity,7,8,5,1,CNT_Synthesis_Optimization
Arc Discharge,He,4005.16,336.03,1.61,48.95,77.65,0.569,15.385,526.04,56.24,713200,133.1313,Sensor,14.91,42.12,49.88,Junction_Breakdown,7,7,4,1,CNT_Sensors
Arc Discharge,Ar,4444.07,355.71,0.85,77.79,89.37,0.272,12.626,50.85,85.39,666400,144.9221,Interconnect,17.32,7.11,31.4,Thermal_Runaway,6,7,3,1,CNT_EMI_Composites
Laser Ablation,Ar,1274.92,457.22,2.47,49.66,88.78,0.729,0.727,265.7,89.04,876600,100.1404,Sensor,26.45,82.91,58.38,Contamination,9,8,2,1,CNT_Interconnects
CVD,CH4,770.69,274.5,1.37,57.27,95.29,0.424,26.894,962.13,71.9,763400,132.1987,EMI_Shielding,31.42,1.03,34.02,Matrix_Cracking,7,8,2,1,CNT_EMI_Composites
Arc Discharge,He,4452.13,498.86,1.89,44.77,70.02,0.464,10.609,626.78,122.19,599000,148.0901,EMI_Shielding,37.74,8.6,48.8,Electromigration,4,7,2,0,CNT_Interconnects
CVD,C2H2,702.06,152.9,2.65,46.99,89.27,0.454,12.133,100.49,121.42,615600,147.6873,Energy_Electrode,31.13,18.27,172.48,Matrix_Cracking,4,2,7,0,CNT_Interconnects
CVD,CO,723.44,387.35,1.11,52.32,88.78,0.651,9.621,1766.38,55.33,620800,191.3025,Sensor,14.27,59.77,10.54,Junction_Breakdown,9,5,5,1,CNT_Synthesis_Optimization
Arc Discharge,Ar,4079.35,395.57,0.69,48.26,89.27,0.259,16.643,1620.26,70.83,649300,129.2435,Biomedical,22.08,21.35,14.77,Pore_Collapse,8,7,7,1,CNT_Interconnects
CVD,CO,736.13,164.86,1.36,81.02,98.77,0.714,0.987,664.93,86.03,819800,128.8578,Biomedical,12.15,36.64,77.77,Matrix_Cracking,5,6,4,1,CNT_EMI_Composites
Arc Discharge,Ar,4174.89,235.09,1.83,54.8,87.81,0.336,28.957,835.11,142.88,627100,189.2172,EMI_Shielding,55.78,7.47,31.45,Matrix_Cracking,8,3,7,0,CNT_Synthesis_Optimization
Arc Discharge,Ar,3751.83,297.77,1.64,74,86.58,0.266,20.718,146.95,69.35,670000,156.0366,EMI_Shielding,51.99,1.03,77.48,Electromigration,6,7,2,0,CNT_EMI_Composites
Laser Ablation,Ar,1124.59,547.95,0.67,34.57,88.45,0.872,0.726,1500.97,124.05,880100,94.9052,Biomedical,9.4,5.45,44.61,Contamination,9,7,7,1,CNT_Sensors
Laser Ablation,Ar,1233.19,458.12,2.57,65.02,88.59,0.753,1.218,837.8,131.2,700200,159.0965,Biomedical,20.23,39.6,40.35,Matrix_Cracking,6,4,8,0,CNT_Interconnects
Arc Discharge,Ar,3682.55,492.24,1.39,89.05,74.67,0.413,23.247,1392.39,41.33,543400,151.7326,Interconnect,2.52,6.16,6.25,Junction_Breakdown,9,4,8,1,CNT_Energy_Electrodes
Arc Discharge,Ar,3665.81,362.42,1.58,63.55,75.2,0.304,10.665,619.72,45.59,591100,158.6545,Biomedical,18.24,22.49,69.73,Junction_Breakdown,4,8,7,1,CNT_Synthesis_Optimization
Laser Ablation,Ar,1212.63,444.52,2.15,83.95,86.38,0.885,1.337,1443.25,63.02,815400,144.8829,Interconnect,17.23,1.7,33.51,Thermal_Runaway,5,2,7,0,CNT_EMI_Composites
Arc Discharge,He,3763,309.97,1.14,33.16,89.1,0.407,7.08,100.81,44.03,531200,213.3477,Energy_Electrode,17.56,11.55,133.92,Contamination,6,4,5,1,CNT_Synthesis_Optimization
Arc Discharge,Ar,3858.58,250.98,1.63,73.47,78.56,0.242,13.527,603.13,53.81,574200,151.7479,Biomedical,19.76,32.32,36.6,Matrix_Cracking,9,8,5,0,CNT_Sensors
CVD,C2H2,693.83,292.62,1.73,47.46,96.34,0.689,29.204,454.3,114.97,968300,123.0827,Energy_Electrode,10.97,15.03,220.85,Junction_Breakdown,8,6,2,1,CNT_Interconnects
Laser Ablation,Ar,1182.72,434.48,0.81,87.55,87.71,0.787,1.84,731.48,118.55,977000,91.515,Biomedical,14.45,19.5,18.15,Junction_Breakdown,9,6,6,1,CNT_EMI_Composites
CVD,C2H2,778.83,104.61,1.17,49.46,96.15,0.647,16.698,191.91,71.66,852800,135.9262,EMI_Shielding,21.55,7.08,70.89,Junction_Breakdown,4,8,4,1,CNT_EMI_Composites
Arc Discharge,Ar,4307.35,402.05,2.94,81.55,78.33,0.358,23.363,807.61,137.38,461500,198.299,EMI_Shielding,23.7,2.19,67.63,Pore_Collapse,7,5,3,1,CNT_Synthesis_Optimization
Arc Discharge,He,4488.34,489.36,2.98,80.27,86.73,0.572,23.075,1068.77,85.36,820100,99.5836,EMI_Shielding,37.25,4.33,42.29,Contamination,9,5,6,0,CNT_Sensors
Laser Ablation,Ar,1121.41,529.56,1.75,83.62,88.89,0.893,1.3,174.26,81.23,1038000,98.2902,Interconnect,6.82,1.86,39.34,Contamination,4,7,8,1,CNT_Sensors
Arc Discharge,He,3694.38,343.27,1.72,76,72.37,0.58,15.698,832.67,94.06,603800,153.6688,Sensor,17.92,57.29,28.23,Contamination,5,8,4,1,CNT_Interconnects
Laser Ablation,Ar,1090.97,512.92,1.66,20.22,88.72,0.732,1.669,789.61,133.13,851300,121.0656,Sensor,10.68,62.17,7.03,Electromigration,7,8,6,0,CNT_Energy_Electrodes
Laser Ablation,Ar,1226.42,404.38,2.04,43.9,85.2,0.841,0.804,1737.06,77.26,837200,96.9583,Biomedical,18.73,30,62.42,Matrix_Cracking,5,7,4,0,CNT_Synthesis_Optimization
Laser Ablation,Ar,1278.29,561.49,1.36,44.03,86.59,0.741,0.781,659.83,75.48,892500,101.1551,Energy_Electrode,23.24,4.03,261.65,Matrix_Cracking,9,8,4,0,CNT_Sensors
CVD,CO,677.17,125.26,0.91,82.91,89.88,0.52,28.538,681.04,59.75,853200,125.1284,EMI_Shielding,35.36,0.01,64.88,Thermal_Runaway,5,7,3,0,CNT_EMI_Composites
CVD,CH4,692.78,367.75,0.87,77.06,97.57,0.698,1.565,813.85,86.61,906600,91.2464,EMI_Shielding,30.63,8.6,64.68,Matrix_Cracking,8,8,6,1,CNT_Synthesis_Optimization
Laser Ablation,Ar,1174.75,403.22,2.89,59.81,87.05,0.647,24.064,546.36,109.4,747200,149.2792,Energy_Electrode,17.57,0.95,193.26,Junction_Breakdown,7,8,7,0,CNT_Synthesis_Optimization
Laser Ablation,Ar,1250.57,565.92,1.24,41.58,88.94,0.756,1.264,1632.44,149.87,874100,107.1327,Interconnect,4.49,8.23,25.17,Drift_in_Sensitivity,7,4,3,0,CNT_Interconnects
Arc Discharge,Ar,4176.65,477.13,2.12,79.43,71.8,0.345,15.508,1947.86,60.6,605300,173.112,Biomedical,22.54,30.44,36.01,Contamination,8,8,3,1,CNT_Energy_Electrodes
CVD,C2H2,746.31,369.94,1.29,62.79,95.4,0.659,10.976,1368.25,127.27,911800,106.9706,Interconnect,14.11,3.81,9.95,Contamination,7,3,6,1,CNT_Sensors
Arc Discharge,Ar,4273.22,239.19,2.68,42.44,75.63,0.583,26.654,1378.27,144.5,666100,132.4826,Energy_Electrode,18.79,18.68,83.21,Thermal_Runaway,4,5,6,0,CNT_EMI_Composites
Arc Discharge,He,4006.6,355.22,1.39,85.25,88.88,0.561,4.958,211,144.89,849500,103.6307,Biomedical,19.54,21.22,25.31,Drift_in_Sensitivity,7,8,3,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1132.09,407.6,0.82,65.54,87.74,0.613,12.875,1366.48,102.66,728500,121.3895,EMI_Shielding,50.43,3.88,63.87,Thermal_Runaway,8,6,6,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1314.38,424.96,0.68,81.1,86.02,0.843,0.747,947.97,147.87,818100,145.0208,Interconnect,10.27,0.39,18.34,Electromigration,8,8,4,1,CNT_EMI_Composites
Arc Discharge,Ar,4136.88,449.06,2.41,80.11,86.47,0.458,12.616,1007.7,53.89,682000,126.6362,Interconnect,14.97,4.74,23.81,Electromigration,4,7,5,1,CNT_Synthesis_Optimization
Laser Ablation,Ar,1163.85,473,2.44,70.03,87.36,0.884,1.678,1924.38,54.36,716700,125.0769,Interconnect,15.7,1.33,19.31,Electromigration,9,5,4,1,CNT_Synthesis_Optimization
CVD,CO,763.88,366.76,2.86,68.96,85.4,0.41,6.892,403.12,80.92,742900,134.8484,Energy_Electrode,21.13,11.85,64.12,Contamination,9,6,6,1,CNT_Energy_Electrodes
CVD,C2H2,686.7,308.12,1.6,82.84,85.82,0.671,12.925,1370.89,81.4,673900,141.0042,Interconnect,16.65,2.71,25.5,Pore_Collapse,8,3,4,0,CNT_Synthesis_Optimization
CVD,CO,693.1,298.36,1.87,73.9,94.91,0.729,1.267,742.02,83.74,798600,118.1474,Interconnect,17.61,7.89,36.14,Pore_Collapse,4,4,4,0,CNT_Energy_Electrodes
Arc Discharge,He,4101.02,456.17,2.44,52.61,71.58,0.226,18.247,1009.2,120.73,515500,180.4569,Biomedical,20.61,14.19,40.36,Matrix_Cracking,5,5,2,1,CNT_Energy_Electrodes
CVD,CH4,707.64,321.59,1.64,62.28,95.75,0.568,5.063,83.51,129.11,855700,128.0469,Biomedical,17.19,6.97,50.67,Matrix_Cracking,9,3,5,1,CNT_Synthesis_Optimization
Arc Discharge,He,4394.28,372.01,2.09,34.34,86.89,0.597,19.447,1654.29,99.37,803400,103.2773,EMI_Shielding,32.46,8,27.11,Matrix_Cracking,4,2,8,0,CNT_Synthesis_Optimization
Laser Ablation,Ar,1140.93,598.08,2.23,98,85.04,0.668,25.068,642.41,127.36,675400,154.6817,Energy_Electrode,15,5.86,153.64,Thermal_Runaway,7,2,6,1,CNT_Energy_Electrodes
CVD,CO,721.53,255.53,0.93,87.12,91.03,0.794,0.724,1.92,75.35,998300,104.8891,Sensor,7.62,76.38,51.2,Thermal_Runaway,5,3,6,0,CNT_Interconnects
Arc Discharge,He,3375.14,354.84,1.63,60.1,73.79,0.294,16.748,632.83,101.58,521900,218.3009,Sensor,12.51,80.32,6.31,Electromigration,6,8,4,1,CNT_Sensors
Laser Ablation,Ar,1247.5,437.07,2.36,42.75,87.2,0.871,1.521,481.07,91.53,757600,153.2749,EMI_Shielding,54,7.4,23.82,Pore_Collapse,6,5,2,1,CNT_EMI_Composites
Arc Discharge,Ar,4122.8,233.79,2.68,41.7,72.49,0.382,19.402,531.75,136.43,502300,224.0534,Sensor,6.57,16.86,20.87,Matrix_Cracking,7,7,6,1,CNT_Interconnects
CVD,CH4,769.39,169.4,1.05,69.15,92.18,0.501,27.025,914.07,71.94,650700,130.7691,Interconnect,4.65,0.9,5.76,Electromigration,5,8,5,0,CNT_Interconnects
Arc Discharge,He,3890.21,378.95,2.63,51.44,78.31,0.498,21.193,1935.51,87.69,615100,143.0958,Energy_Electrode,34.87,4.34,249.47,Electromigration,5,4,6,1,CNT_Sensors
Arc Discharge,Ar,4097.82,210.48,1.88,68.11,75.23,0.526,2.337,359.58,141.62,509000,206.1861,Sensor,11.09,84.03,15.16,Matrix_Cracking,9,5,3,0,CNT_Interconnects
Laser Ablation,Ar,1247.19,588.1,2.84,86.27,89.36,0.709,1.12,485.13,148.83,846400,115.7633,EMI_Shielding,24.17,4.7,37.91,Electromigration,4,5,4,1,CNT_Sensors
CVD,C2H2,707.83,140.65,2.11,57.85,98.48,0.44,26.669,1480.12,125.35,670800,149.533,Sensor,8.37,78.74,38.35,Thermal_Runaway,9,2,7,0,CNT_Interconnects
CVD,CO,707.9,291.33,1.35,87.05,96.23,0.791,1.133,521.06,92.8,811200,113.2799,Interconnect,0.1,3.96,26.18,Drift_in_Sensitivity,8,3,3,1,CNT_Interconnects
CVD,CH4,755.48,224.65,1,72.25,87.63,0.659,5.929,938.82,65.81,705000,140.1775,EMI_Shielding,69.67,5.28,40.72,Drift_in_Sensitivity,8,2,6,1,CNT_Synthesis_Optimization
CVD,CH4,813.41,236.23,1.53,56.78,89.62,0.648,23.077,767.03,149.62,778300,104.9326,Interconnect,4.8,1.31,32.67,Pore_Collapse,4,8,7,0,CNT_Synthesis_Optimization
Arc Discharge,Ar,4265.54,238.44,2.96,42.81,83.52,0.425,15.284,1897.11,90.27,703200,134.0197,Sensor,23.5,13.89,29.32,Matrix_Cracking,9,4,3,0,CNT_Sensors
CVD,CO,686.33,199.29,2.37,45.57,86.01,0.651,25.523,434.28,84.97,791300,142.5094,Sensor,16.61,64.6,6.59,Thermal_Runaway,5,3,8,1,CNT_Sensors
Arc Discharge,He,4255.34,305.33,2.11,45.39,82.58,0.367,24.475,878.57,117.64,598400,188.6372,Interconnect,7.28,7.81,29.71,Thermal_Runaway,9,7,7,0,CNT_EMI_Composites
Arc Discharge,Ar,4078.91,342.95,2.16,46.31,72.76,0.266,14.436,1221.78,114.69,544900,184.7349,Interconnect,19.5,5.63,26.92,Junction_Breakdown,7,6,6,1,CNT_Synthesis_Optimization
CVD,C2H2,766.55,279.99,2.1,55.23,90.14,0.781,1.831,449.35,97.15,725400,129.7482,EMI_Shielding,36.94,4.59,57.17,Junction_Breakdown,6,5,3,0,CNT_Interconnects
Arc Discharge,Ar,3825.15,274.55,2.04,50.39,72.45,0.239,9.558,714.18,95.18,536000,214.0496,Energy_Electrode,11.23,15.44,134.87,Electromigration,6,2,5,1,CNT_Interconnects
Laser Ablation,Ar,1209.04,587.04,2.51,104.68,86.14,0.831,1.119,593.84,86.15,889500,120.7849,Sensor,26.1,44.88,56.77,Electromigration,5,8,8,0,CNT_Synthesis_Optimization
Laser Ablation,Ar,1235.96,470,2.75,64.98,89.04,0.662,13.353,195.09,85.93,747200,152.1044,Sensor,12.16,10.48,59,Matrix_Cracking,9,8,8,1,CNT_Energy_Electrodes
Arc Discharge,He,3763.14,493.49,1.49,61.21,82.96,0.293,9.197,1941,145.03,526600,210.0645,Interconnect,8.56,4.9,36.92,Contamination,4,5,3,1,CNT_Interconnects
Laser Ablation,Ar,1155.63,478.55,0.96,64.02,88.9,0.881,1.774,1827.18,100.09,999100,118.978,Sensor,24.88,75.48,39.45,Pore_Collapse,7,5,8,1,CNT_Sensors
Arc Discharge,He,4201.77,397.32,2.77,54.1,73.34,0.532,28.148,1760.88,138.78,616700,182.7803,Energy_Electrode,35.44,18.68,108.78,Contamination,6,4,6,1,CNT_EMI_Composites
CVD,CO,745.38,352.36,0.91,82.06,90.22,0.633,28.759,426.7,66.25,863400,116.0259,Energy_Electrode,36.23,8.76,81.71,Matrix_Cracking,6,5,6,1,CNT_Synthesis_Optimization
Laser Ablation,Ar,1205.89,546.67,2.87,38.88,86.46,0.603,9.913,1057.22,143.58,740500,133.8004,Interconnect,15.52,1.3,8.66,Drift_in_Sensitivity,9,2,4,0,CNT_Energy_Electrodes
CVD,CH4,755.78,233.47,0.7,45.03,91.66,0.489,21.951,1461.65,41.18,650700,164.1218,EMI_Shielding,31.99,0.11,46.2,Pore_Collapse,9,4,2,1,CNT_Interconnects
CVD,C2H2,749.75,303.97,0.59,50.64,95.7,0.471,19.326,517.56,78.7,747100,137.6673,Biomedical,7.94,35.42,36.2,Junction_Breakdown,8,5,2,1,CNT_Interconnects
CVD,CH4,698.56,320.71,3,63.31,97.49,0.597,28.47,1489.01,87.63,964800,107.3934,Biomedical,14.21,29.62,30.38,Matrix_Cracking,8,7,2,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1230.29,422.09,1.96,35.77,89.48,0.685,14.37,619.8,49.75,884400,135.5827,Energy_Electrode,31.62,7.05,212.35,Matrix_Cracking,9,2,4,1,CNT_Sensors
Arc Discharge,Ar,3957.15,289.24,2.42,69.52,76.1,0.563,14.25,183.23,46.79,676700,164.8754,Biomedical,16.12,13.14,60.27,Drift_in_Sensitivity,5,6,8,0,CNT_EMI_Composites
CVD,CH4,698.76,161.96,2.77,113.28,92.35,0.42,12.852,1064.42,92.66,744200,157.2834,Energy_Electrode,39.59,10.53,77.68,Matrix_Cracking,6,7,5,1,CNT_Synthesis_Optimization
CVD,C2H2,805.7,368.07,1.49,45.26,88.61,0.538,17.01,1385.16,78.03,643300,142.6837,EMI_Shielding,39.92,5.77,7.83,Contamination,8,7,2,1,CNT_Synthesis_Optimization
Arc Discharge,Ar,4287.81,376.08,2.08,74.51,80.64,0.389,25.137,1932.83,108.45,487700,228.4872,Interconnect,7.87,0.83,29.02,Electromigration,5,8,6,0,CNT_Interconnects
Arc Discharge,He,3991.07,219.99,1,98.64,82.62,0.348,4.443,1541.88,82.49,680500,159.8279,EMI_Shielding,23.99,2.58,57.82,Thermal_Runaway,7,6,3,1,CNT_Interconnects
Laser Ablation,Ar,1248.57,536.3,1.61,39.57,89.54,0.695,15.28,1051.05,62.56,784600,124.9127,Energy_Electrode,29.8,9.98,124.54,Electromigration,4,7,2,0,CNT_Interconnects
Arc Discharge,He,3921.69,304.73,2.02,41.35,71.99,0.263,13.096,1319.82,58.75,515900,166.6918,Sensor,11.91,22.69,17.75,Pore_Collapse,6,6,6,1,CNT_Synthesis_Optimization
CVD,C2H2,653.64,152.74,2.13,74.36,93.03,0.5,1.694,1216.6,93.34,878800,94.5398,EMI_Shielding,33.18,2.95,51.05,Electromigration,5,4,2,0,CNT_EMI_Composites
Laser Ablation,Ar,1178.15,425.96,2.71,74.54,86.25,0.723,0.724,1786.94,97.66,721500,127.7815,Interconnect,11.48,2.94,26.97,Matrix_Cracking,9,4,8,0,CNT_Interconnects
Laser Ablation,Ar,1321.71,445.47,2.19,40.43,88.78,0.831,1.031,1394.74,83.61,911900,93.6473,Interconnect,6.99,1.64,6.9,Junction_Breakdown,4,3,8,0,CNT_Synthesis_Optimization
Laser Ablation,Ar,1133.68,456.42,0.59,54.64,89.55,0.737,1.563,1735.12,127.34,865400,96.5422,EMI_Shielding,24.04,4.6,12.59,Drift_in_Sensitivity,5,5,5,1,CNT_Synthesis_Optimization
CVD,C2H2,700.64,285.93,1.24,64.39,94.6,0.56,15.603,1322.09,78.95,806000,122.075,Sensor,5.19,10.72,17.46,Electromigration,8,8,8,1,CNT_Synthesis_Optimization
Arc Discharge,He,4513.03,282.01,1.21,66.95,80.16,0.237,8.897,1455.65,47.18,483900,245.5401,Biomedical,12.04,27.8,50.59,Pore_Collapse,5,3,3,1,CNT_Sensors
Arc Discharge,Ar,3871.47,257.58,1.06,89.24,77.93,0.225,15.008,1318.39,140.21,475500,237.0459,Energy_Electrode,25.23,14.77,193.94,Junction_Breakdown,8,6,7,1,CNT_EMI_Composites
Laser Ablation,Ar,1271.58,442.42,2.23,6.31,89.17,0.653,1.642,267.71,52.53,775100,126.3421,EMI_Shielding,50.52,2.31,12.34,Junction_Breakdown,9,2,2,0,CNT_Energy_Electrodes
Laser Ablation,Ar,1087.95,432.15,0.89,65.94,85.01,0.868,0.755,1753.53,146.95,822300,120.4476,Sensor,7.58,57.72,35.76,Electromigration,7,2,6,0,CNT_EMI_Composites
Laser Ablation,Ar,1166.36,520.96,1.35,71.54,89.75,0.819,1.118,1870.06,68.1,768500,122.734,EMI_Shielding,49.8,1.6,7.01,Thermal_Runaway,7,6,7,0,CNT_Interconnects
CVD,C2H2,826.5,369.05,1.86,49.45,86.2,0.701,1.817,1299.25,90.89,635300,154.8916,Sensor,9.02,36.2,36.06,Junction_Breakdown,7,6,6,1,CNT_EMI_Composites
Laser Ablation,Ar,1077.16,434.59,0.92,39.88,88.24,0.619,9.473,311,128.85,643300,148.7932,Biomedical,11.47,34.77,13.6,Drift_in_Sensitivity,7,6,5,0,CNT_EMI_Composites
Laser Ablation,Ar,1227.79,537.7,1.34,81.68,88.36,0.885,1.972,586.09,73.75,719000,151.9975,Sensor,12.4,60.65,33.36,Thermal_Runaway,6,3,4,0,CNT_Sensors
